34,Kamil,Wieczorek,2014-10-13,man,Gdynia Starowiejska 15 b/6,mwieczorek@gmail.com,2
35,Hanna,Kaczmarek,2014-11-22,woman,Gdynia Kaszubska 49 63 a/10,okaczmarek@gmail.com,2
36,Wiktor,Czarnecki,2014-12-06,man,Gdynia Kielecka 57 a/1,zczarnecki@gmail.com,2
37,Oliwia,Kaminska,2014-01-14,woman,Gdynia Chopina 66 46 c/5,akaminska@gmail.com,2
38,Antoni,Zalewski,2014-02-21,man,Gdynia Wzgorze Sw. Maksymiliana 63 c/8,fzalewski@gmail.com,2
39,Barbara,Sobolewski,2014-03-09,woman,Gdynia Swietojanska 24 c/3,asobolewski@gmail.com,2
40,Maciej,Piotrowski,2014-04-02,man,Gdynia Chwarznienska 68 b/4,jpiotrowski@gmail.com,2
41,Julia,Sikora,2014-05-28,woman,Gdynia Paderewskiego 49 a/5,rsikora@gmail.com,2
42,Jan,Krawczyk,2014-06-08,man,Gdynia Komuny Paryskiej 59 b/8,jkrawczyk@gmail.com,2
43,Maja,Czarnecka,2014-07-17,woman,Gdynia Armii Krajowej 32 c/5,jczarnecka@gmail.com,2
44,Michal,Kubiak,2014-08-21,man,Gdynia Komuny Paryskiej 59 b/5,bkubiak@gmail.com,2
45,Julia,Sikora,2014-09-02,woman,Gdynia Slowackiego 63 c/2,hsikora@gmail.com,2
46,Gabriela,Michalska,2014-10-27,woman,Gdynia Hutnicza 63 b/7,cmichalska@gmail.com,2
47,Lukasz,Sobolewski,2014-11-05,man,Gdynia Swietojanska 89 b/9,isobolewski@gmail.com,2
48,Wojciech,Dudi,2014-12-18,man,Gdynia Wiejska 85 b/3,cdudi@gmail.com,2
49,Oliwier,Gorski,2014-01-23,man,Gdynia Hutnicza 31 c/2,hgorski@gmail.com,2
50,Wiktor,Pawlowicz,2014-02-18,man,Gdynia Morska 73 a/10,wpawlowicz@gmail.com,2
51,Oliwia,Wozniak,2014-03-02,woman,Gdynia Legionow 13 c/8,kwozniak@gmail.com,2
52,Monika,Mazur,2014-04-24,woman,Gdynia Chwarznienska 69 b/8,dmazur@gmail.com,2
53,Lena,Jankowska,2014-05-15,woman,Gdynia Slowackiego 74 c/6,hjankowska@gmail.com,2
54,Szymon,Kowalik,2014-06-25,man,Gdynia Slowackiego 51 b/1,rkowalik@gmail.com,2
55,Adam,Marciniak,2014-07-05,man,Gdynia Wiejska 14 a/1,zmarciniak@gmail.com,2
56,Piotr,Malinowski,2014-08-03,man,Gdynia Swietojanska 2 b/3,jmalinowski@gmail.com,2
57,Klaudia,Wasilewska,2014-09-07,woman,Gdynia Armii Krajowej 17 c/3,twasilewska@gmail.com,2
58,Marcel,Sawicki,2014-10-29,man,Gdynia Jana z Kolna 61 b/10,esawicki@gmail.com,2
59,Adam,Szewczyk,2014-11-14,man,Gdynia Komuny Paryskiej 9 b/10,uszewczyk@gmail.com,2
60,Rafal,Grabowski,2014-12-12,man,Gdynia Powstania Styczniowego 10 b/2,kgrabowski@gmail.com,2
61,Blazej,Kowalik,2014-01-26,man,Gdynia Chopina 66 93 a/4,ckowalik@gmail.com,3
62,Antoni,Wieczorek,2014-02-22,man,Gdynia Kaszubska 49 2 b/2,kwieczorek@gmail.com,3
63,Barbara,Dabrowska,2014-03-05,woman,Gdynia Armii Krajowej 49 a/10,gdabrowska@gmail.com,3
64,Bartosz,Piotrowski,2014-04-15,man,Gdynia Starowiejska 74 b/1,mpiotrowski@gmail.com,3
65,Bartosz,Witczak,2014-05-19,man,Gdynia Jana z Kolna 14 c/10,zwitczak@gmail.com,3
66,Adam,Laskowski,2014-06-22,man,Gdynia Pucka 45 a/4,llaskowski@gmail.com,3
67,Dominika,Dudek,2014-07-29,woman,Gdynia Kielecka 63 a/6,edudek@gmail.com,3
68,Adam,Kowalewski,2014-08-16,man,Gdynia Starowiejska 46 a/2,fkowalewski@gmail.com,3
69,Wojciech,Borkowski,2014-09-20,man,Gdynia Wzgorze Nawiedzenia 92 a/5,iborkowski@gmail.com,3
70,Mikolaj,Stepinski,2014-10-07,man,Gdynia Wiejska 62 b/4,estepinski@gmail.com,3
71,Rafal,Baranowski,2014-11-26,man,Gdynia Marynarki Polskiej 23 85 b/7,ibaranowski@gmail.com,3
72,Jakub,Sobolewski,2014-12-17,man,Gdynia Powstania Styczniowego 46 a/10,wsobolewski@gmail.com,3
73,Grzegorz,Zajac,2014-01-11,man,Gdynia Hutnicza 40 a/8,azajac@gmail.com,3
74,Paulina,Pietrzak,2014-02-07,woman,Gdynia Pucka 15 b/4,gpietrzak@gmail.com,3
75,Ignacy,Majewski,2014-03-27,man,Gdynia Swietojanska 53 c/7,umajewski@gmail.com,3
76,Blanka,Sobolewski,2014-04-14,woman,Gdynia Wzgorze Sw. Maksymiliana 77 c/1,bsobolewski@gmail.com,3
77,Jan,Szymanski,2014-05-17,man,Gdynia Akademicka 28 b/2,hszymanski@gmail.com,3
78,Stanislaw,Brzezinski,2014-06-29,man,Gdynia Kosciuszki 57 c/1,fbrzezinski@gmail.com,3
79,Dominik,Jablonski,2014-07-13,man,Gdynia Komuny Paryskiej 79 c/8,ujablonski@gmail.com,3
80,Arkadiusz,Zajac,2014-08-23,man,Gdynia Derdowskiego 50 b/8,jzajac@gmail.com,3
81,Zofia,Maj,2014-09-11,woman,Gdynia 3 Maja 37 a/5,bmaj@gmail.com,3
82,Wojciech,Zakrzewski,2014-10-09,man,Gdynia Slowackiego 31 a/8,kzakrzewski@gmail.com,3
83,Igor,Wieczorek,2014-11-02,man,Gdynia Wiejska 10 c/4,uwieczorek@gmail.com,3
84,Szymon,Dudi,2014-12-28,man,Gdynia Starowiejska 58 b/10,adudi@gmail.com,3
85,Aleksander,Wasilewski,2014-01-18,man,Gdynia Wiejska 39 a/1,jwasilewski@gmail.com,3
86,Franciszek,Wasilewski,2014-02-03,man,Gdynia Paderewskiego 89 b/4,nwasilewski@gmail.com,3
87,Lena,Pietrzak,2014-03-26,woman,Gdynia Swietokrzyska 62 a/10,cpietrzak@gmail.com,3
88,Bartosz,Krawczyk,2014-04-11,man,Gdynia Chwarznienska 89 a/8,tkrawczyk@gmail.com,3
89,Julia,Wieczorek,2014-05-29,woman,Gdynia Kaszubska 49 28 c/2,pwieczorek@gmail.com,3
90,Anna,Szymanska,2014-06-15,woman,Gdynia Armii Krajowej 99 b/1,dszymanska@gmail.com,3
91,Maciej,Zajac,2015-01-05,man,Gdynia Wzgorze Nawiedzenia 5 c/3,izajac@gmail.com,4
92,Daria,Baran,2015-02-15,woman,Gdynia Derdowskiego 34 b/3,rbaran@gmail.com,4
93,Zuzanna,Sobolewska,2015-03-20,woman,Gdynia Wzgorze Sw. Maksymiliana 53 c/3,gsobolewska@gmail.com,4
94,Damian,Wieczorek,2015-04-07,man,Gdynia Abrahama 87 b/7,pwieczorek@gmail.com,4
95,Martyna,Tomaszewska,2015-05-11,woman,Gdynia Wzgorze Nawiedzenia 37 c/10,ntomaszewska@gmail.com,4
96,Kamil,Zielinski,2015-06-23,man,Gdynia Pucka 65 c/1,jzielinski@gmail.com,4
97,Laura,Stepinska,2015-07-09,woman,Gdynia Wiczlina 91 b/4,ustepinska@gmail.com,4
98,Sebastian,Gajewski,2015-08-29,man,Gdynia Komuny Paryskiej 90 b/1,jgajewski@gmail.com,4
99,Maja,Kubiak,2015-09-16,woman,Gdynia Starowiejska 36 a/8,fkubiak@gmail.com,4
100,Jan,Dudi,2015-10-18,man,Gdynia Komuny Paryskiej 92 a/4,edudi@gmail.com,4
101,Kornelia,Wozniak,2015-11-01,woman,Gdynia Swietojanska 45 c/4,uwozniak@gmail.com,4
102,Natalia,Brzezinska,2015-12-24,woman,Gdynia Derdowskiego 23 a/7,wbrzezinska@gmail.com,4
103,Bartosz,Lewandowski,2015-01-08,man,Gdynia Morska 1 a/7,blewandowski@gmail.com,4
104,Aleksandra,Lis,2015-02-26,woman,Gdynia Paderewskiego 98 c/2,ilis@gmail.com,4
105,Filip,Dabrowski,2015-03-07,man,Gdynia Kosciuszki 45 b/6,wdabrowski@gmail.com,4
106,Igor,Szymanski,2015-04-28,man,Gdynia Abrahama 38 b/1,iszymanski@gmail.com,4
107,Krzysztof,Borkowski,2015-05-15,man,Gdynia Slowackiego 3 c/8,oborkowski@gmail.com,4
108,Dawid,Mazur,2015-06-03,man,Gdynia Polska 81 b/1,cmazur@gmail.com,4
109,Paulina,Lewandowska,2015-07-12,woman,Gdynia Kaszubska 49 37 c/8,rlewandowska@gmail.com,4
110,Dariusz,Maj,2015-08-14,man,Gdynia Chopina 66 37 a/1,kmaj@gmail.com,4
111,Damian,Zakrzewski,2015-09-23,man,Gdynia Swietojanska 38 c/5,wzakrzewski@gmail.com,4
112,Stanislaw,Kurek,2015-10-05,man,Gdynia Armii Krajowej 56 a/7,ikurek@gmail.com,4
113,Szymon,Wojciechowski,2015-11-11,man,Gdynia Slowackiego 94 a/10,cwojciechowski@gmail.com,4
114,Natalia,Mazur,2015-12-27,woman,Gdynia Chwarznienska 70 a/2,zmazur@gmail.com,4
115,Kinga,Sawicki,2015-01-18,woman,Gdynia Pucka 68 b/1,asawicki@gmail.com,4
116,Stanislaw,Olszewski,2015-02-03,man,Gdynia Wiejska 29 b/1,rolszewski@gmail.com,4
117,Stanislaw,Lis,2015-03-26,man,Gdynia Sobotki 12 c/7,rlis@gmail.com,4
118,Martyna,Klimek,2015-04-11,woman,Gdynia Armii Krajowej 44 c/7,iklimek@gmail.com,4
119,Igor,Nowak,2015-05-26,man,Gdynia Sobotki 11 b/4,unowak@gmail.com,4
120,Blazej,Wrobel,2015-06-17,man,Gdynia Slowackiego 33 b/2,rwrobel@gmail.com,4
121,Oliwia,Szewczyk,2015-07-02,woman,Gdynia Polska 13 b/8,bszewczyk@gmail.com,5
122,Klaudia,Szewczyk,2015-08-09,woman,Gdynia Kaszubska 49 26 b/4,tszewczyk@gmail.com,5
123,Igor,Wozniak,2015-09-20,man,Gdynia Paderewskiego 2 b/5,gwozniak@gmail.com,5
124,Agata,Walczak,2015-10-13,woman,Gdynia Derdowskiego 79 c/6,swalczak@gmail.com,5
125,Krzysztof,Sikori,2015-11-22,man,Gdynia Derdowskiego 49 b/6,gsikori@gmail.com,5
126,Alicja,Pietrzak,2015-12-06,woman,Gdynia Starowiejska 54 b/7,kpietrzak@gmail.com,5
127,Dariusz,Pawlowicz,2015-01-14,man,Gdynia Wzgorze Nawiedzenia 41 a/7,apawlowicz@gmail.com,5
128,Franciszek,Jaworski,2015-02-19,man,Gdynia Abrahama 4 c/5,wjaworski@gmail.com,5
129,Blazej,Kowalik,2015-03-09,man,Gdynia Wzgorze Sw. Maksymiliana 1 a/9,ckowalik@gmail.com,5
130,Jakub,Nowak,2015-04-02,man,Gdynia Pucka 62 a/7,gnowak@gmail.com,5
131,Oliwia,Malinowska,2015-05-30,woman,Gdynia Swietojanska 40 c/3,imalinowska@gmail.com,5
132,Karol,Kaczmarek,2015-06-08,man,Gdynia Polska 16 b/3,mkaczmarek@gmail.com,5
133,Karol,Michalak,2015-07-17,man,Gdynia Abrahama 61 a/4,mmichalak@gmail.com,5
134,Filip,Wieczorek,2015-08-20,man,Gdynia Marynarki Polskiej 23 83 a/3,rwieczorek@gmail.com,5
135,Nikola,Zajac,2015-09-05,woman,Gdynia Starowiejska 8 b/9,gzajac@gmail.com,5
136,Bartosz,Wasilewski,2015-10-22,man,Gdynia 3 Maja 18 a/8,pwasilewski@gmail.com,5
137,Bartosz,Kubiak,2015-11-05,man,Gdynia Polska 22 a/10,ekubiak@gmail.com,5
138,Wiktor,Kwiatkowski,2015-12-16,man,Gdynia Marynarki Polskiej 23 52 a/6,bkwiatkowski@gmail.com,5
139,Robert,Laskowski,2015-01-28,man,Gdynia Derdowskiego 58 a/7,mlaskowski@gmail.com,5
140,Norbert,Klimek,2015-02-08,man,Gdynia Wzgorze Sw. Maksymiliana 91 a/8,sklimek@gmail.com,5
141,Mateusz,Makowski,2015-03-23,man,Gdynia Slowackiego 8 a/10,pmakowski@gmail.com,5
142,Tomasz,Marciniak,2015-04-17,man,Gdynia Akademicka 66 c/4,hmarciniak@gmail.com,5
143,Maja,Pietrzak,2015-05-10,woman,Gdynia Chopina 66 33 c/8,npietrzak@gmail.com,5
144,Natalia,Baran,2015-06-27,woman,Gdynia Polska 97 c/8,wbaran@gmail.com,5
145,Robert,Glowacki,2015-07-06,man,Gdynia Wiczlina 28 c/10,rglowacki@gmail.com,5
146,Marcel,Wasilewski,2015-08-01,man,Gdynia Komuny Paryskiej 43 a/6,mwasilewski@gmail.com,5
147,Damian,Kwiatkowski,2015-09-08,man,Gdynia Slowackiego 7 a/2,hkwiatkowski@gmail.com,5
148,Dorota,Wieczorek,2015-10-25,woman,Gdynia Pucka 79 a/8,rwieczorek@gmail.com,5
149,Marcel,Mazur,2015-11-17,man,Gdynia Komuny Paryskiej 1 b/4,tmazur@gmail.com,5
150,Rafal,Szewczyk,2015-12-30,man,Gdynia Sobotki 47 b/1,mszewczyk@gmail.com,5
151,Wojciech,Marciniak,2015-01-12,man,Gdynia Kaszubska 49 48 b/9,smarciniak@gmail.com,6
152,Maja,Marciniak,2015-02-13,woman,Gdynia Morska 10 b/5,imarciniak@gmail.com,6
153,Antonina,Wasilewski,2015-03-17,woman,Gdynia Hutnicza 49 b/6,cwasilewski@gmail.com,6
154,Dawid,Krol,2015-04-23,man,Gdynia Swietokrzyska 30 a/5,fkrol@gmail.com,6
155,Dominik,Krawczyk,2015-05-04,man,Gdynia Wzgorze Nawiedzenia 70 c/4,skrawczyk@gmail.com,6
156,Wiktor,Wieczorek,2015-06-13,man,Gdynia Chopina 66 7 b/1,pwieczorek@gmail.com,6
157,Maciej,Kaczor,2015-07-29,man,Gdynia Slowackiego 62 c/2,skaczor@gmail.com,6
158,Krzysztof,Makowski,2015-08-12,man,Gdynia Armii Krajowej 69 b/7,smakowski@gmail.com,6
159,Weronika,Marciniak,2015-09-03,woman,Gdynia Starowiejska 33 c/10,zmarciniak@gmail.com,6
160,Dawid,Sadowski,2015-10-29,man,Gdynia Chwarznienska 66 c/5,esadowski@gmail.com,6
161,Hubert,Wasilewski,2015-11-14,man,Gdynia Slowackiego 38 c/8,ewasilewski@gmail.com,6
162,Wiktor,Zawadzki,2015-12-10,man,Gdynia Hutnicza 93 b/5,lzawadzki@gmail.com,6
163,Blanka,Ziolkowska,2015-01-26,woman,Gdynia Paderewskiego 88 b/6,fziolkowska@gmail.com,6
164,Kamil,Dabrowski,2015-02-22,man,Gdynia Kaszubska 49 57 c/9,fdabrowski@gmail.com,6
165,Franciszek,Makowski,2015-03-03,man,Gdynia Chwarznienska 28 c/7,amakowski@gmail.com,6
166,Wiktor,Mazur,2015-04-05,man,Gdynia Derdowskiego 25 a/9,zmazur@gmail.com,6
167,Kamil,Witkowski,2015-05-29,man,Gdynia Swietojanska 68 a/4,twitkowski@gmail.com,6
168,Grzegorz,Olszewski,2015-06-02,man,Gdynia Legionow 33 b/8,kolszewski@gmail.com,6
169,Martyna,Majewska,2015-07-22,woman,Gdynia Swietokrzyska 88 a/2,dmajewska@gmail.com,6
170,Mateusz,Krol,2015-08-05,man,Gdynia Morska 89 c/8,nkrol@gmail.com,6
171,Krzysztof,Kubiak,2015-09-18,man,Gdynia Marynarki Polskiej 23 62 a/2,jkubiak@gmail.com,6
172,Weronika,Mazur,2015-10-07,woman,Gdynia Sobotki 81 a/10,emazur@gmail.com,6
173,Karol,Kowalczyk,2015-11-26,man,Gdynia Armii Krajowej 66 c/5,gkowalczyk@gmail.com,6
174,Michal,Przybylski,2015-12-20,man,Gdynia Jana z Kolna 31 c/7,sprzybylski@gmail.com,6
175,Jakub,Wojciechowski,2015-01-21,man,Gdynia Polska 83 b/2,bwojciechowski@gmail.com,6
176,Agata,Glowacka,2015-02-07,woman,Gdynia Chwarznienska 4 c/3,iglowacka@gmail.com,6
177,Dariusz,Mazur,2015-03-30,man,Gdynia Armii Krajowej 30 c/9,jmazur@gmail.com,6
178,Barbara,Czarnecka,2015-04-14,woman,Gdynia Morska 42 b/5,aczarnecka@gmail.com,6
179,Patrycja,Mroz,2015-05-19,woman,Gdynia Akademicka 45 b/1,bmroz@gmail.com,6
180,Mateusz,Sikori,2015-06-29,man,Gdynia Swietokrzyska 3 a/6,asikori@gmail.com,6
181,Kamila,Michalska,2016-07-15,woman,Gdynia Kosciuszki 75 c/5,tmichalska@gmail.com,7
182,Martyna,Sawicki,2016-08-25,woman,Gdynia Jana z Kolna 40 c/5,fsawicki@gmail.com,7
183,Daria,Olszewska,2016-09-11,woman,Gdynia Kaszubska 49 19 b/1,golszewska@gmail.com,7
184,Nikola,Majewska,2016-10-09,woman,Gdynia Legionow 75 a/4,hmajewska@gmail.com,7
185,Mikolaj,Tomaszewski,2016-11-02,man,Gdynia Legionow 24 b/2,itomaszewski@gmail.com,7
186,Sebastian,Nowak,2016-12-28,man,Gdynia Komuny Paryskiej 85 c/3,rnowak@gmail.com,7
187,Dorota,Piotrowski,2016-01-07,woman,Gdynia Jana z Kolna 85 c/10,lpiotrowski@gmail.com,7
188,Monika,Wojcik,2016-02-15,woman,Gdynia Derdowskiego 66 c/2,rwojcik@gmail.com,7
189,Arkadiusz,Krawczyk,2016-03-25,man,Gdynia Hutnicza 13 a/3,zkrawczyk@gmail.com,7
190,Robert,Dabrowski,2016-04-06,man,Gdynia Chopina 66 4 a/7,ddabrowski@gmail.com,7
191,Grzegorz,Majewski,2016-05-10,man,Gdynia Slowackiego 45 b/3,hmajewski@gmail.com,7
192,Antonina,Nowakowska,2016-06-28,woman,Gdynia Slowackiego 92 b/1,fnowakowska@gmail.com,7
193,Magdalena,Sobolewski,2016-07-15,woman,Gdynia Chwarznienska 3 a/8,gsobolewski@gmail.com,7
194,Bartosz,Baranowski,2016-08-24,man,Gdynia Morska 94 b/10,mbaranowski@gmail.com,7
195,Szymon,Kwiatkowski,2016-09-11,man,Gdynia Powstania Styczniowego 68 c/10,wkwiatkowski@gmail.com,7
196,Kinga,Wojciechowska,2016-10-18,woman,Gdynia Chopina 66 38 c/10,jwojciechowska@gmail.com,7
197,Dorota,Klimek,2016-11-01,woman,Gdynia 3 Maja 24 a/9,uklimek@gmail.com,7
198,Jakub,Kowalski,2016-12-22,man,Gdynia Pucka 63 b/3,rkowalski@gmail.com,7
199,Filip,Glowacki,2016-01-18,man,Gdynia Wladyslawa IV 90 b/1,sglowacki@gmail.com,7
200,Laura,Wasilewska,2016-02-03,woman,Gdynia 3 Maja 77 c/4,twasilewska@gmail.com,7
201,Daria,Mazurek,2016-03-26,woman,Gdynia Abrahama 53 a/4,imazurek@gmail.com,7
202,Marcel,Wrobel,2016-04-11,man,Gdynia Marynarki Polskiej 23 61 a/2,lwrobel@gmail.com,7
203,Antoni,Brzezinski,2016-05-29,man,Gdynia Polska 43 a/2,tbrzezinski@gmail.com,7
204,Karolina,Bednarczyk,2016-06-15,woman,Gdynia Kosciuszki 56 b/10,obednarczyk@gmail.com,7
205,Dominik,Laskowski,2016-07-20,man,Gdynia Derdowskiego 94 c/3,ilaskowski@gmail.com,7
206,Magdalena,Sawicki,2016-08-12,woman,Gdynia Komuny Paryskiej 98 a/6,ksawicki@gmail.com,7
207,Amelia,Kaminska,2016-09-23,woman,Gdynia Swietokrzyska 37 a/2,ckaminska@gmail.com,7
208,Antoni,Mazur,2016-10-05,man,Gdynia Akademicka 77 a/4,fmazur@gmail.com,7
209,Kamil,Lewandowski,2016-11-11,man,Gdynia Sobotki 73 b/1,jlewandowski@gmail.com,7
210,Szymon,Pawlak,2016-12-27,man,Gdynia Swietokrzyska 24 b/3,upawlak@gmail.com,7
211,Barbara,Kowalewska,2016-01-28,woman,Gdynia 3 Maja 74 b/2,akowalewska@gmail.com,8
212,Karolina,Mazurek,2016-02-08,woman,Gdynia Slowackiego 18 a/3,gmazurek@gmail.com,8
213,Wojciech,Wojciechowski,2016-03-27,man,Gdynia Paderewskiego 84 b/1,gwojciechowski@gmail.com,8
214,Karol,Wozniak,2016-04-20,man,Gdynia Komuny Paryskiej 28 a/8,gwozniak@gmail.com,8
215,Oliwier,Lewandowski,2016-05-05,man,Gdynia 3 Maja 79 b/3,ulewandowski@gmail.com,8
216,Igor,Kubiak,2016-06-20,man,Gdynia Abrahama 17 c/1,dkubiak@gmail.com,8
217,Nikola,Wieczorek,2016-07-02,woman,Gdynia Wzgorze Nawiedzenia 87 a/6,fwieczorek@gmail.com,8
218,Julia,Mazur,2016-08-19,woman,Gdynia Powstania Styczniowego 88 a/5,imazur@gmail.com,8
219,Weronika,Makowska,2016-09-26,woman,Gdynia Abrahama 84 a/3,jmakowska@gmail.com,8
220,Tomasz,Stepinski,2016-10-13,man,Gdynia Marynarki Polskiej 23 76 c/1,zstepinski@gmail.com,8
221,Stanislaw,Kubiak,2016-11-22,man,Gdynia Komuny Paryskiej 34 c/7,fkubiak@gmail.com,8
222,Blazej,Wisniewski,2016-12-06,man,Gdynia Swietokrzyska 77 b/3,cwisniewski@gmail.com,8
223,Michal,Pietrzak,2016-01-14,man,Gdynia Kosciuszki 56 c/10,rpietrzak@gmail.com,8
224,Tomasz,Wisniewski,2016-02-21,man,Gdynia 3 Maja 60 c/3,mwisniewski@gmail.com,8
225,Mikolaj,Wojciechowski,2016-03-09,man,Gdynia Wiczlina 3 b/1,owojciechowski@gmail.com,8
226,Dominik,Sikori,2016-04-02,man,Gdynia Pucka 12 b/1,gsikori@gmail.com,8
227,Michal,Czarnecki,2016-05-28,man,Gdynia Akademicka 60 a/3,pczarnecki@gmail.com,8
228,Jakub,Sikori,2016-06-08,man,Gdynia Marynarki Polskiej 23 29 a/2,ksikori@gmail.com,8
229,Blanka,Michalak,2016-07-17,woman,Gdynia Hutnicza 44 b/9,hmichalak@gmail.com,8
230,Monika,Gajewska,2016-08-21,woman,Gdynia Derdowskiego 23 b/7,ogajewska@gmail.com,8
231,Franciszek,Szymanski,2016-09-02,man,Gdynia Paderewskiego 11 c/10,hszymanski@gmail.com,8
232,Dawid,Szewczyk,2016-10-27,man,Gdynia Sobotki 86 a/4,lszewczyk@gmail.com,8
233,Ksawery,Ziolkowski,2016-11-05,man,Gdynia Armii Krajowej 67 b/1,zziolkowski@gmail.com,8
234,Kornel,Baran,2016-12-18,man,Gdynia Armii Krajowej 82 b/10,cbaran@gmail.com,8
235,Zuzanna,Sadowska,2016-01-23,woman,Gdynia Wiejska 77 a/4,wsadowska@gmail.com,8
236,Jan,Kaczmarek,2016-02-18,man,Gdynia Abrahama 45 b/3,zkaczmarek@gmail.com,8
237,Patryk,Piotrowski,2016-03-02,man,Gdynia Jana z Kolna 97 a/1,apiotrowski@gmail.com,8
238,Weronika,Gorska,2016-04-24,woman,Gdynia Polska 26 a/3,jgorska@gmail.com,8
239,Weronika,Pietrzak,2016-05-15,woman,Gdynia Hutnicza 56 a/4,opietrzak@gmail.com,8
240,Filip,Ostrowski,2016-06-25,man,Gdynia Powstania Styczniowego 64 c/7,gostrowski@gmail.com,8
241,Dariusz,Kaczmarczyk,2016-07-05,man,Gdynia Wiczlina 22 c/3,bkaczmarczyk@gmail.com,9
242,Zuzanna,Kowalczyk,2016-08-03,woman,Gdynia Polska 41 c/10,hkowalczyk@gmail.com,9
243,Julia,Wrobel,2016-09-07,woman,Gdynia Wiczlina 26 b/1,awrobel@gmail.com,9
244,Piotr,Zielinski,2016-10-29,man,Gdynia Kaszubska 49 52 b/4,ozielinski@gmail.com,9
245,Filip,Sadowski,2016-11-14,man,Gdynia Swietokrzyska 59 a/10,esadowski@gmail.com,9
246,Paulina,Baran,2016-12-12,woman,Gdynia Komuny Paryskiej 93 c/9,pbaran@gmail.com,9
247,Marcel,Jablonski,2016-01-26,man,Gdynia Hutnicza 30 a/10,kjablonski@gmail.com,9
248,Magdalena,Piotrowska,2016-02-22,woman,Gdynia Akademicka 10 b/8,lpiotrowska@gmail.com,9
249,Kacper,Ziolkowski,2016-03-05,man,Gdynia Kielecka 29 c/6,uziolkowski@gmail.com,9
